id,user_id,products,total,discounted_total,total_products,total_quantity,created_at,updated_at,order_id,products_json,product_count,total_quantity_from_products,order_value,discount_amount,avg_product_value,sk_order,_transformed_at,_pipeline_version
166,14,"[{'id': 1, 'price': 22.39, 'title': 'Product 1', 'total': 49.71, 'quantity': 3, 'discountedPrice': 16.57, 'discountPercentage': 26.0}, {'id': 92, 'price': 474.19, 'title': 'Product 92', 'total': 853.54, 'quantity': 2, 'discountedPrice': 426.77, 'discountPercentage': 10.0}, {'id': 98, 'price': 136.62, 'title': 'Product 98', 'total': 307.39, 'quantity': 3, 'discountedPrice': 102.47, 'discountPercentage': 25.0}, {'id': 59, 'price': 163.18, 'title': 'Product 59', 'total': 130.54, 'quantity': 1, 'discountedPrice': 130.54, 'discountPercentage': 20.0}]",1341.18,1274.12,4,9,2025-07-08 00:56:02.426480+00:00,2025-07-08 06:56:02.426480+00:00,166,"[{'id': 1, 'price': 22.39, 'title': 'Product 1', 'total': 49.71, 'quantity': 3, 'discountedPrice': 16.57, 'discountPercentage': 26.0}, {'id': 92, 'price': 474.19, 'title': 'Product 92', 'total': 853.54, 'quantity': 2, 'discountedPrice': 426.77, 'discountPercentage': 10.0}, {'id': 98, 'price': 136.62, 'title': 'Product 98', 'total': 307.39, 'quantity': 3, 'discountedPrice': 102.47, 'discountPercentage': 25.0}, {'id': 59, 'price': 163.18, 'title': 'Product 59', 'total': 130.54, 'quantity': 1, 'discountedPrice': 130.54, 'discountPercentage': 20.0}]",4,9,1341.18,67.06000000000017,335.295,f1555c4fb2bbe6ad,2026-04-19T19:39:39.306863+00:00,1.0
164,92,"[{'id': 39, 'price': 322.21, 'title': 'Product 39', 'total': 898.97, 'quantity': 3, 'discountedPrice': 299.66, 'discountPercentage': 7.000000000000001}]",898.97,854.02,1,3,2025-07-08 00:56:02.426480+00:00,2025-07-08 23:56:02.426480+00:00,164,"[{'id': 39, 'price': 322.21, 'title': 'Product 39', 'total': 898.97, 'quantity': 3, 'discountedPrice': 299.66, 'discountPercentage': 7.000000000000001}]",1,3,898.97,44.950000000000045,898.97,58a0a8c3bc53e59c,2026-04-19T19:39:39.306863+00:00,1.0
63,96,"[{'id': 67, 'price': 437.74, 'title': 'Product 67', 'total': 682.87, 'quantity': 2, 'discountedPrice': 341.44, 'discountPercentage': 22.0}, {'id': 63, 'price': 304.89, 'title': 'Product 63', 'total': 469.53, 'quantity': 2, 'discountedPrice': 234.77, 'discountPercentage': 23.0}, {'id': 77, 'price': 150.95, 'title': 'Product 77', 'total': 125.29, 'quantity': 1, 'discountedPrice': 125.29, 'discountPercentage': 17.0}]",1277.69,1213.81,3,5,2025-07-12 00:56:02.419484+00:00,2025-07-12 14:56:02.419484+00:00,63,"[{'id': 67, 'price': 437.74, 'title': 'Product 67', 'total': 682.87, 'quantity': 2, 'discountedPrice': 341.44, 'discountPercentage': 22.0}, {'id': 63, 'price': 304.89, 'title': 'Product 63', 'total': 469.53, 'quantity': 2, 'discountedPrice': 234.77, 'discountPercentage': 23.0}, {'id': 77, 'price': 150.95, 'title': 'Product 77', 'total': 125.29, 'quantity': 1, 'discountedPrice': 125.29, 'discountPercentage': 17.0}]",3,5,1277.69,63.88000000000011,425.8966666666667,aa06f51f5a01cef5,2026-04-19T19:39:39.306863+00:00,1.0
16,59,"[{'id': 48, 'price': 399.82, 'title': 'Product 48', 'total': 1103.5, 'quantity': 3, 'discountedPrice': 367.83, 'discountPercentage': 8.0}, {'id': 8, 'price': 59.86, 'title': 'Product 8', 'total': 95.78, 'quantity': 2, 'discountedPrice': 47.89, 'discountPercentage': 20.0}, {'id': 2, 'price': 204.47, 'title': 'Product 2', 'total': 314.88, 'quantity': 2, 'discountedPrice': 157.44, 'discountPercentage': 23.0}, {'id': 75, 'price': 334.07, 'title': 'Product 75', 'total': 293.98, 'quantity': 1, 'discountedPrice': 293.98, 'discountPercentage': 12.0}, {'id': 11, 'price': 141.28, 'title': 'Product 11', 'total': 347.55, 'quantity': 3, 'discountedPrice': 115.85, 'discountPercentage': 18.0}]",2155.69,2047.91,5,11,2025-07-15 00:56:02.417483+00:00,2025-07-15 06:56:02.417483+00:00,16,"[{'id': 48, 'price': 399.82, 'title': 'Product 48', 'total': 1103.5, 'quantity': 3, 'discountedPrice': 367.83, 'discountPercentage': 8.0}, {'id': 8, 'price': 59.86, 'title': 'Product 8', 'total': 95.78, 'quantity': 2, 'discountedPrice': 47.89, 'discountPercentage': 20.0}, {'id': 2, 'price': 204.47, 'title': 'Product 2', 'total': 314.88, 'quantity': 2, 'discountedPrice': 157.44, 'discountPercentage': 23.0}, {'id': 75, 'price': 334.07, 'title': 'Product 75', 'total': 293.98, 'quantity': 1, 'discountedPrice': 293.98, 'discountPercentage': 12.0}, {'id': 11, 'price': 141.28, 'title': 'Product 11', 'total': 347.55, 'quantity': 3, 'discountedPrice': 115.85, 'discountPercentage': 18.0}]",5,11,2155.69,107.77999999999997,431.13800000000003,5064ee4edbeab149,2026-04-19T19:39:39.306863+00:00,1.0
75,48,"[{'id': 56, 'price': 181.59, 'title': 'Product 56', 'total': 157.98, 'quantity': 1, 'discountedPrice': 157.98, 'discountPercentage': 13.0}, {'id': 87, 'price': 188.07, 'title': 'Product 87', 'total': 135.41, 'quantity': 1, 'discountedPrice': 135.41, 'discountPercentage': 28.000000000000004}]",293.39,278.72,2,2,2025-07-23 00:56:02.420482+00:00,2025-07-23 03:56:02.420482+00:00,75,"[{'id': 56, 'price': 181.59, 'title': 'Product 56', 'total': 157.98, 'quantity': 1, 'discountedPrice': 157.98, 'discountPercentage': 13.0}, {'id': 87, 'price': 188.07, 'title': 'Product 87', 'total': 135.41, 'quantity': 1, 'discountedPrice': 135.41, 'discountPercentage': 28.000000000000004}]",2,2,293.39,14.669999999999959,146.695,4e42b8e549b57f86,2026-04-19T19:39:39.306863+00:00,1.0
93,52,"[{'id': 46, 'price': 80.48, 'title': 'Product 46', 'total': 78.07, 'quantity': 1, 'discountedPrice': 78.07, 'discountPercentage': 3.0}, {'id': 78, 'price': 29.01, 'title': 'Product 78', 'total': 63.53, 'quantity': 3, 'discountedPrice': 21.18, 'discountPercentage': 27.0}, {'id': 31, 'price': 129.93, 'title': 'Product 31', 'total': 231.28, 'quantity': 2, 'discountedPrice': 115.64, 'discountPercentage': 11.0}]",372.88,354.24,3,6,2025-07-23 00:56:02.421482+00:00,2025-07-23 03:56:02.421482+00:00,93,"[{'id': 46, 'price': 80.48, 'title': 'Product 46', 'total': 78.07, 'quantity': 1, 'discountedPrice': 78.07, 'discountPercentage': 3.0}, {'id': 78, 'price': 29.01, 'title': 'Product 78', 'total': 63.53, 'quantity': 3, 'discountedPrice': 21.18, 'discountPercentage': 27.0}, {'id': 31, 'price': 129.93, 'title': 'Product 31', 'total': 231.28, 'quantity': 2, 'discountedPrice': 115.64, 'discountPercentage': 11.0}]",3,6,372.88,18.639999999999986,124.29333333333334,ba9b4cdb33975e5d,2026-04-19T19:39:39.306863+00:00,1.0
18,71,"[{'id': 84, 'price': 401.03, 'title': 'Product 84', 'total': 713.83, 'quantity': 2, 'discountedPrice': 356.92, 'discountPercentage': 11.0}, {'id': 80, 'price': 141.28, 'title': 'Product 80', 'total': 214.75, 'quantity': 2, 'discountedPrice': 107.37, 'discountPercentage': 24.0}, {'id': 90, 'price': 103.09, 'title': 'Product 90', 'total': 281.44, 'quantity': 3, 'discountedPrice': 93.81, 'discountPercentage': 9.0}]",1210.02,1149.52,3,7,2025-07-28 00:56:02.417483+00:00,2025-07-28 20:56:02.417483+00:00,18,"[{'id': 84, 'price': 401.03, 'title': 'Product 84', 'total': 713.83, 'quantity': 2, 'discountedPrice': 356.92, 'discountPercentage': 11.0}, {'id': 80, 'price': 141.28, 'title': 'Product 80', 'total': 214.75, 'quantity': 2, 'discountedPrice': 107.37, 'discountPercentage': 24.0}, {'id': 90, 'price': 103.09, 'title': 'Product 90', 'total': 281.44, 'quantity': 3, 'discountedPrice': 93.81, 'discountPercentage': 9.0}]",3,7,1210.02,60.5,403.34,ba2b03a5ce42c78d,2026-04-19T19:39:39.306863+00:00,1.0
21,29,"[{'id': 92, 'price': 26.16, 'title': 'Product 92', 'total': 39.24, 'quantity': 2, 'discountedPrice': 19.62, 'discountPercentage': 25.0}]",39.24,37.28,1,2,2025-07-29 00:56:02.417483+00:00,2025-07-29 14:56:02.417483+00:00,21,"[{'id': 92, 'price': 26.16, 'title': 'Product 92', 'total': 39.24, 'quantity': 2, 'discountedPrice': 19.62, 'discountPercentage': 25.0}]",1,2,39.24,1.9600000000000009,39.24,b31d78210f0513be,2026-04-19T19:39:39.306863+00:00,1.0
20,27,"[{'id': 97, 'price': 193.2, 'title': 'Product 97', 'total': 305.26, 'quantity': 2, 'discountedPrice': 152.63, 'discountPercentage': 21.0}, {'id': 36, 'price': 298.5, 'title': 'Product 36', 'total': 561.18, 'quantity': 2, 'discountedPrice': 280.59, 'discountPercentage': 6.0}, {'id': 88, 'price': 274.49, 'title': 'Product 88', 'total': 505.06, 'quantity': 2, 'discountedPrice': 252.53, 'discountPercentage': 8.0}, {'id': 19, 'price': 219.86, 'title': 'Product 19', 'total': 620.01, 'quantity': 3, 'discountedPrice': 206.67, 'discountPercentage': 6.0}, {'id': 73, 'price': 446.96, 'title': 'Product 73', 'total': 715.14, 'quantity': 2, 'discountedPrice': 357.57, 'discountPercentage': 20.0}]",2706.65,2571.32,5,11,2025-07-30 00:56:02.417483+00:00,2025-07-30 07:56:02.417483+00:00,20,"[{'id': 97, 'price': 193.2, 'title': 'Product 97', 'total': 305.26, 'quantity': 2, 'discountedPrice': 152.63, 'discountPercentage': 21.0}, {'id': 36, 'price': 298.5, 'title': 'Product 36', 'total': 561.18, 'quantity': 2, 'discountedPrice': 280.59, 'discountPercentage': 6.0}, {'id': 88, 'price': 274.49, 'title': 'Product 88', 'total': 505.06, 'quantity': 2, 'discountedPrice': 252.53, 'discountPercentage': 8.0}, {'id': 19, 'price': 219.86, 'title': 'Product 19', 'total': 620.01, 'quantity': 3, 'discountedPrice': 206.67, 'discountPercentage': 6.0}, {'id': 73, 'price': 446.96, 'title': 'Product 73', 'total': 715.14, 'quantity': 2, 'discountedPrice': 357.57, 'discountPercentage': 20.0}]",5,11,2706.65,135.32999999999993,541.33,7eddb56f646b1c76,2026-04-19T19:39:39.306863+00:00,1.0
94,88,"[{'id': 91, 'price': 82.72, 'title': 'Product 91', 'total': 129.04, 'quantity': 2, 'discountedPrice': 64.52, 'discountPercentage': 22.0}]",129.04,122.59,1,2,2025-07-30 00:56:02.421482+00:00,2025-07-30 09:56:02.421482+00:00,94,"[{'id': 91, 'price': 82.72, 'title': 'Product 91', 'total': 129.04, 'quantity': 2, 'discountedPrice': 64.52, 'discountPercentage': 22.0}]",1,2,129.04,6.449999999999989,129.04,04720d300517977c,2026-04-19T19:39:39.306863+00:00,1.0
126,68,"[{'id': 76, 'price': 329.68, 'title': 'Product 76', 'total': 250.56, 'quantity': 1, 'discountedPrice': 250.56, 'discountPercentage': 24.0}, {'id': 38, 'price': 210.79, 'title': 'Product 38', 'total': 392.07, 'quantity': 2, 'discountedPrice': 196.03, 'discountPercentage': 7.000000000000001}, {'id': 35, 'price': 94.09, 'title': 'Product 35', 'total': 248.4, 'quantity': 3, 'discountedPrice': 82.8, 'discountPercentage': 12.0}]",891.03,846.48,3,6,2025-07-31 00:56:02.423482+00:00,2025-07-31 10:56:02.423482+00:00,126,"[{'id': 76, 'price': 329.68, 'title': 'Product 76', 'total': 250.56, 'quantity': 1, 'discountedPrice': 250.56, 'discountPercentage': 24.0}, {'id': 38, 'price': 210.79, 'title': 'Product 38', 'total': 392.07, 'quantity': 2, 'discountedPrice': 196.03, 'discountPercentage': 7.000000000000001}, {'id': 35, 'price': 94.09, 'title': 'Product 35', 'total': 248.4, 'quantity': 3, 'discountedPrice': 82.8, 'discountPercentage': 12.0}]",3,6,891.03,44.549999999999955,297.01,1271dd769d353284,2026-04-19T19:39:39.306863+00:00,1.0
110,60,"[{'id': 29, 'price': 377.87, 'title': 'Product 29', 'total': 657.49, 'quantity': 2, 'discountedPrice': 328.75, 'discountPercentage': 13.0}, {'id': 60, 'price': 470.26, 'title': 'Product 60', 'total': 874.68, 'quantity': 2, 'discountedPrice': 437.34, 'discountPercentage': 7.000000000000001}, {'id': 57, 'price': 346.69, 'title': 'Product 57', 'total': 630.98, 'quantity': 2, 'discountedPrice': 315.49, 'discountPercentage': 9.0}, {'id': 35, 'price': 83.07, 'title': 'Product 35', 'total': 239.24, 'quantity': 3, 'discountedPrice': 79.75, 'discountPercentage': 4.0}]",2402.39,2282.27,4,9,2025-07-31 00:56:02.422483+00:00,2025-08-01 00:56:02.422483+00:00,110,"[{'id': 29, 'price': 377.87, 'title': 'Product 29', 'total': 657.49, 'quantity': 2, 'discountedPrice': 328.75, 'discountPercentage': 13.0}, {'id': 60, 'price': 470.26, 'title': 'Product 60', 'total': 874.68, 'quantity': 2, 'discountedPrice': 437.34, 'discountPercentage': 7.000000000000001}, {'id': 57, 'price': 346.69, 'title': 'Product 57', 'total': 630.98, 'quantity': 2, 'discountedPrice': 315.49, 'discountPercentage': 9.0}, {'id': 35, 'price': 83.07, 'title': 'Product 35', 'total': 239.24, 'quantity': 3, 'discountedPrice': 79.75, 'discountPercentage': 4.0}]",4,9,2402.39,120.11999999999989,600.5975,0bb44ff4c23cc4a1,2026-04-19T19:39:39.306863+00:00,1.0
128,14,"[{'id': 7, 'price': 439.55, 'title': 'Product 7', 'total': 615.37, 'quantity': 2, 'discountedPrice': 307.69, 'discountPercentage': 30.0}]",615.37,584.6,1,2,2025-08-02 00:56:02.423482+00:00,2025-08-02 22:56:02.423482+00:00,128,"[{'id': 7, 'price': 439.55, 'title': 'Product 7', 'total': 615.37, 'quantity': 2, 'discountedPrice': 307.69, 'discountPercentage': 30.0}]",1,2,615.37,30.769999999999982,615.37,411ae4ab31c59945,2026-04-19T19:39:39.306863+00:00,1.0
4,53,"[{'id': 12, 'price': 47.44, 'title': 'Product 12', 'total': 129.51, 'quantity': 3, 'discountedPrice': 43.17, 'discountPercentage': 9.0}, {'id': 36, 'price': 277.73, 'title': 'Product 36', 'total': 691.55, 'quantity': 3, 'discountedPrice': 230.52, 'discountPercentage': 17.0}, {'id': 82, 'price': 93.21, 'title': 'Product 82', 'total': 167.78, 'quantity': 2, 'discountedPrice': 83.89, 'discountPercentage': 10.0}]",988.84,939.4,3,8,2025-08-03 00:56:02.416488+00:00,2025-08-03 20:56:02.416488+00:00,4,"[{'id': 12, 'price': 47.44, 'title': 'Product 12', 'total': 129.51, 'quantity': 3, 'discountedPrice': 43.17, 'discountPercentage': 9.0}, {'id': 36, 'price': 277.73, 'title': 'Product 36', 'total': 691.55, 'quantity': 3, 'discountedPrice': 230.52, 'discountPercentage': 17.0}, {'id': 82, 'price': 93.21, 'title': 'Product 82', 'total': 167.78, 'quantity': 2, 'discountedPrice': 83.89, 'discountPercentage': 10.0}]",3,8,988.84,49.440000000000055,329.61333333333334,3e98255274fbb827,2026-04-19T19:39:39.306863+00:00,1.0
76,87,"[{'id': 84, 'price': 33.94, 'title': 'Product 84', 'total': 30.21, 'quantity': 1, 'discountedPrice': 30.21, 'discountPercentage': 11.0}]",30.21,28.7,1,1,2025-08-03 00:56:02.420482+00:00,2025-08-03 21:56:02.420482+00:00,76,"[{'id': 84, 'price': 33.94, 'title': 'Product 84', 'total': 30.21, 'quantity': 1, 'discountedPrice': 30.21, 'discountPercentage': 11.0}]",1,1,30.21,1.5100000000000016,30.21,bb642a318f27ffbb,2026-04-19T19:39:39.306863+00:00,1.0
73,1,"[{'id': 17, 'price': 485.62, 'title': 'Product 17', 'total': 922.68, 'quantity': 2, 'discountedPrice': 461.34, 'discountPercentage': 5.0}, {'id': 85, 'price': 76.61, 'title': 'Product 85', 'total': 163.18, 'quantity': 3, 'discountedPrice': 54.39, 'discountPercentage': 28.999999999999996}, {'id': 49, 'price': 253.85, 'title': 'Product 49', 'total': 639.7, 'quantity': 3, 'discountedPrice': 213.23, 'discountPercentage': 16.0}, {'id': 41, 'price': 101.48, 'title': 'Product 41', 'total': 75.1, 'quantity': 1, 'discountedPrice': 75.1, 'discountPercentage': 26.0}]",1800.66,1710.63,4,9,2025-08-04 00:56:02.420482+00:00,2025-08-04 03:56:02.420482+00:00,73,"[{'id': 17, 'price': 485.62, 'title': 'Product 17', 'total': 922.68, 'quantity': 2, 'discountedPrice': 461.34, 'discountPercentage': 5.0}, {'id': 85, 'price': 76.61, 'title': 'Product 85', 'total': 163.18, 'quantity': 3, 'discountedPrice': 54.39, 'discountPercentage': 28.999999999999996}, {'id': 49, 'price': 253.85, 'title': 'Product 49', 'total': 639.7, 'quantity': 3, 'discountedPrice': 213.23, 'discountPercentage': 16.0}, {'id': 41, 'price': 101.48, 'title': 'Product 41', 'total': 75.1, 'quantity': 1, 'discountedPrice': 75.1, 'discountPercentage': 26.0}]",4,9,1800.66,90.02999999999997,450.165,7db412f60ba1ef5f,2026-04-19T19:39:39.306863+00:00,1.0
191,36,"[{'id': 74, 'price': 497.16, 'title': 'Product 74', 'total': 457.39, 'quantity': 1, 'discountedPrice': 457.39, 'discountPercentage': 8.0}, {'id': 23, 'price': 424.11, 'title': 'Product 23', 'total': 619.2, 'quantity': 2, 'discountedPrice': 309.6, 'discountPercentage': 27.0}]",1076.59,1022.76,2,3,2025-08-05 00:56:02.428484+00:00,2025-08-05 16:56:02.428484+00:00,191,"[{'id': 74, 'price': 497.16, 'title': 'Product 74', 'total': 457.39, 'quantity': 1, 'discountedPrice': 457.39, 'discountPercentage': 8.0}, {'id': 23, 'price': 424.11, 'title': 'Product 23', 'total': 619.2, 'quantity': 2, 'discountedPrice': 309.6, 'discountPercentage': 27.0}]",2,3,1076.59,53.82999999999993,538.295,a5f2040dff5d0056,2026-04-19T19:39:39.306863+00:00,1.0
181,6,"[{'id': 9, 'price': 375.45, 'title': 'Product 9', 'total': 281.59, 'quantity': 1, 'discountedPrice': 281.59, 'discountPercentage': 25.0}, {'id': 7, 'price': 13.45, 'title': 'Product 7', 'total': 30.67, 'quantity': 3, 'discountedPrice': 10.22, 'discountPercentage': 24.0}, {'id': 65, 'price': 354.61, 'title': 'Product 65', 'total': 581.56, 'quantity': 2, 'discountedPrice': 290.78, 'discountPercentage': 18.0}]",893.82,849.13,3,6,2025-08-08 00:56:02.427483+00:00,2025-08-08 12:56:02.427483+00:00,181,"[{'id': 9, 'price': 375.45, 'title': 'Product 9', 'total': 281.59, 'quantity': 1, 'discountedPrice': 281.59, 'discountPercentage': 25.0}, {'id': 7, 'price': 13.45, 'title': 'Product 7', 'total': 30.67, 'quantity': 3, 'discountedPrice': 10.22, 'discountPercentage': 24.0}, {'id': 65, 'price': 354.61, 'title': 'Product 65', 'total': 581.56, 'quantity': 2, 'discountedPrice': 290.78, 'discountPercentage': 18.0}]",3,6,893.82,44.690000000000055,297.94,bca13dabe62f5969,2026-04-19T19:39:39.306863+00:00,1.0
116,38,"[{'id': 20, 'price': 393.51, 'title': 'Product 20', 'total': 621.75, 'quantity': 2, 'discountedPrice': 310.87, 'discountPercentage': 21.0}, {'id': 37, 'price': 447.87, 'title': 'Product 37', 'total': 429.96, 'quantity': 1, 'discountedPrice': 429.96, 'discountPercentage': 4.0}]",1051.71,999.12,2,3,2025-08-08 00:56:02.423482+00:00,2025-08-08 22:56:02.423482+00:00,116,"[{'id': 20, 'price': 393.51, 'title': 'Product 20', 'total': 621.75, 'quantity': 2, 'discountedPrice': 310.87, 'discountPercentage': 21.0}, {'id': 37, 'price': 447.87, 'title': 'Product 37', 'total': 429.96, 'quantity': 1, 'discountedPrice': 429.96, 'discountPercentage': 4.0}]",2,3,1051.71,52.59000000000003,525.855,86377c3d3dd16eca,2026-04-19T19:39:39.306863+00:00,1.0
59,98,"[{'id': 29, 'price': 485.59, 'title': 'Product 29', 'total': 757.52, 'quantity': 2, 'discountedPrice': 378.76, 'discountPercentage': 22.0}]",757.52,719.64,1,2,2025-08-09 00:56:02.419484+00:00,2025-08-09 02:56:02.419484+00:00,59,"[{'id': 29, 'price': 485.59, 'title': 'Product 29', 'total': 757.52, 'quantity': 2, 'discountedPrice': 378.76, 'discountPercentage': 22.0}]",1,2,757.52,37.879999999999995,757.52,507ea8954e53c5c5,2026-04-19T19:39:39.306863+00:00,1.0
138,89,"[{'id': 35, 'price': 393.79, 'title': 'Product 35', 'total': 303.22, 'quantity': 1, 'discountedPrice': 303.22, 'discountPercentage': 23.0}, {'id': 91, 'price': 140.95, 'title': 'Product 91', 'total': 136.72, 'quantity': 1, 'discountedPrice': 136.72, 'discountPercentage': 3.0}, {'id': 30, 'price': 151.91, 'title': 'Product 30', 'total': 121.53, 'quantity': 1, 'discountedPrice': 121.53, 'discountPercentage': 20.0}, {'id': 72, 'price': 225.65, 'title': 'Product 72', 'total': 329.45, 'quantity': 2, 'discountedPrice': 164.72, 'discountPercentage': 27.0}, {'id': 11, 'price': 104.62, 'title': 'Product 11', 'total': 92.07, 'quantity': 1, 'discountedPrice': 92.07, 'discountPercentage': 12.0}]",982.99,933.84,5,6,2025-08-20 00:56:02.424484+00:00,2025-08-20 01:56:02.424484+00:00,138,"[{'id': 35, 'price': 393.79, 'title': 'Product 35', 'total': 303.22, 'quantity': 1, 'discountedPrice': 303.22, 'discountPercentage': 23.0}, {'id': 91, 'price': 140.95, 'title': 'Product 91', 'total': 136.72, 'quantity': 1, 'discountedPrice': 136.72, 'discountPercentage': 3.0}, {'id': 30, 'price': 151.91, 'title': 'Product 30', 'total': 121.53, 'quantity': 1, 'discountedPrice': 121.53, 'discountPercentage': 20.0}, {'id': 72, 'price': 225.65, 'title': 'Product 72', 'total': 329.45, 'quantity': 2, 'discountedPrice': 164.72, 'discountPercentage': 27.0}, {'id': 11, 'price': 104.62, 'title': 'Product 11', 'total': 92.07, 'quantity': 1, 'discountedPrice': 92.07, 'discountPercentage': 12.0}]",5,6,982.99,49.14999999999998,196.598,17cba264bb690036,2026-04-19T19:39:39.306863+00:00,1.0
41,76,"[{'id': 84, 'price': 460.86, 'title': 'Product 84', 'total': 1036.93, 'quantity': 3, 'discountedPrice': 345.64, 'discountPercentage': 25.0}]",1036.93,985.08,1,3,2025-08-22 00:56:02.418484+00:00,2025-08-22 00:56:02.418484+00:00,41,"[{'id': 84, 'price': 460.86, 'title': 'Product 84', 'total': 1036.93, 'quantity': 3, 'discountedPrice': 345.64, 'discountPercentage': 25.0}]",1,3,1036.93,51.85000000000002,1036.93,e339fa57bda566a5,2026-04-19T19:39:39.306863+00:00,1.0
45,7,"[{'id': 54, 'price': 237.1, 'title': 'Product 54', 'total': 583.27, 'quantity': 3, 'discountedPrice': 194.42, 'discountPercentage': 18.0}, {'id': 8, 'price': 204.67, 'title': 'Product 8', 'total': 577.17, 'quantity': 3, 'discountedPrice': 192.39, 'discountPercentage': 6.0}, {'id': 91, 'price': 282.84, 'title': 'Product 91', 'total': 548.71, 'quantity': 2, 'discountedPrice': 274.35, 'discountPercentage': 3.0}, {'id': 70, 'price': 282.34, 'title': 'Product 70', 'total': 434.8, 'quantity': 2, 'discountedPrice': 217.4, 'discountPercentage': 23.0}, {'id': 49, 'price': 212.87, 'title': 'Product 49', 'total': 374.65, 'quantity': 2, 'discountedPrice': 187.33, 'discountPercentage': 12.0}]",2518.6,2392.67,5,12,2025-08-23 00:56:02.418484+00:00,2025-08-23 07:56:02.418484+00:00,45,"[{'id': 54, 'price': 237.1, 'title': 'Product 54', 'total': 583.27, 'quantity': 3, 'discountedPrice': 194.42, 'discountPercentage': 18.0}, {'id': 8, 'price': 204.67, 'title': 'Product 8', 'total': 577.17, 'quantity': 3, 'discountedPrice': 192.39, 'discountPercentage': 6.0}, {'id': 91, 'price': 282.84, 'title': 'Product 91', 'total': 548.71, 'quantity': 2, 'discountedPrice': 274.35, 'discountPercentage': 3.0}, {'id': 70, 'price': 282.34, 'title': 'Product 70', 'total': 434.8, 'quantity': 2, 'discountedPrice': 217.4, 'discountPercentage': 23.0}, {'id': 49, 'price': 212.87, 'title': 'Product 49', 'total': 374.65, 'quantity': 2, 'discountedPrice': 187.33, 'discountPercentage': 12.0}]",5,12,2518.6,125.92999999999984,503.71999999999997,1652ee97604723f7,2026-04-19T19:39:39.306863+00:00,1.0
117,54,"[{'id': 87, 'price': 176.15, 'title': 'Product 87', 'total': 292.41, 'quantity': 2, 'discountedPrice': 146.2, 'discountPercentage': 17.0}, {'id': 15, 'price': 19.1, 'title': 'Product 15', 'total': 30.18, 'quantity': 2, 'discountedPrice': 15.09, 'discountPercentage': 21.0}, {'id': 44, 'price': 396.07, 'title': 'Product 44', 'total': 320.82, 'quantity': 1, 'discountedPrice': 320.82, 'discountPercentage': 19.0}]",643.41,611.24,3,5,2025-08-24 00:56:02.423482+00:00,2025-08-24 00:56:02.423482+00:00,117,"[{'id': 87, 'price': 176.15, 'title': 'Product 87', 'total': 292.41, 'quantity': 2, 'discountedPrice': 146.2, 'discountPercentage': 17.0}, {'id': 15, 'price': 19.1, 'title': 'Product 15', 'total': 30.18, 'quantity': 2, 'discountedPrice': 15.09, 'discountPercentage': 21.0}, {'id': 44, 'price': 396.07, 'title': 'Product 44', 'total': 320.82, 'quantity': 1, 'discountedPrice': 320.82, 'discountPercentage': 19.0}]",3,5,643.41,32.16999999999996,214.47,3128dffbcf486c02,2026-04-19T19:39:39.306863+00:00,1.0
51,84,"[{'id': 81, 'price': 168.76, 'title': 'Product 81', 'total': 455.65, 'quantity': 3, 'discountedPrice': 151.88, 'discountPercentage': 10.0}, {'id': 55, 'price': 49.48, 'title': 'Product 55', 'total': 37.6, 'quantity': 1, 'discountedPrice': 37.6, 'discountPercentage': 24.0}, {'id': 79, 'price': 361.4, 'title': 'Product 79', 'total': 986.62, 'quantity': 3, 'discountedPrice': 328.87, 'discountPercentage': 9.0}, {'id': 10, 'price': 154.06, 'title': 'Product 10', 'total': 301.96, 'quantity': 2, 'discountedPrice': 150.98, 'discountPercentage': 2.0}, {'id': 21, 'price': 472.87, 'title': 'Product 21', 'total': 1220.0, 'quantity': 3, 'discountedPrice': 406.67, 'discountPercentage': 14.000000000000002}]",3001.83,2851.74,5,12,2025-08-25 00:56:02.418484+00:00,2025-08-25 13:56:02.418484+00:00,51,"[{'id': 81, 'price': 168.76, 'title': 'Product 81', 'total': 455.65, 'quantity': 3, 'discountedPrice': 151.88, 'discountPercentage': 10.0}, {'id': 55, 'price': 49.48, 'title': 'Product 55', 'total': 37.6, 'quantity': 1, 'discountedPrice': 37.6, 'discountPercentage': 24.0}, {'id': 79, 'price': 361.4, 'title': 'Product 79', 'total': 986.62, 'quantity': 3, 'discountedPrice': 328.87, 'discountPercentage': 9.0}, {'id': 10, 'price': 154.06, 'title': 'Product 10', 'total': 301.96, 'quantity': 2, 'discountedPrice': 150.98, 'discountPercentage': 2.0}, {'id': 21, 'price': 472.87, 'title': 'Product 21', 'total': 1220.0, 'quantity': 3, 'discountedPrice': 406.67, 'discountPercentage': 14.000000000000002}]",5,12,3001.83,150.09000000000015,600.366,2535aed06b412421,2026-04-19T19:39:39.306863+00:00,1.0
